downstream_data,remote_ip,protocol,tx_bytes,event_timestamp,subscriber_id,bytes_sent,destination_domain,destination_ip,vpn_usage,conn_protocol,service_protocol,server_ip,vpn_detected,time_spent,is_vpn,transport_protocol,session_duration,user_id,timestamp,customer_id,dest_port,access_time,encrypted_tunnel,ip_dst,download_bytes,upstream_data,bytes_received,port,duration,upload_bytes,server_port,remote_port,url,msisdn,is_fraud,rx_bytes,connection_time,host,domain
,73.173.179.59,UDP,,,,1529,,,,,,,,,,,,,1697475087,,,,True,,,,10064,41387,1160,,,,flipkart.com,3747300579873,False,,,,
,,,,,,,,246.172.106.94,,DNS,,,,,False,,,,31/01/2023 15:38:31,,47293,,,,,,,,,1320,,,,7594882266901,False,47704,953,amazon.in,
19394,224.90.233.72,,,,,,,,True,,UDP,,,,,,,,2023-02-21T10:02:47.000Z,7504409000746,49971,,,,,9533,,,1015,,,,netflix.com,,False,,,,
,27.81.221.121,,6086,2023-05-29 05:42:26,,,,,True,,TCP,,,3545,,,,,,,,,,,30498,,,,,,37866,,,9507074787222,False,,,,youtube.com
,102.129.79.69,,,,,1803,,,,,HTTP,,,,False,,117,,,,,1686368068,,,,,,13658,,,,,,6306214290029,False,81161,,,
,,,,,,,,,,,TCP,,,1126,False,,,,,8620366664759,12012,,,36.69.255.37,,1739,67912,,,,,,,,False,,09/05/2023 06:39:59,instagram.com,
,,HTTP,7646,,,,twitter.com,,,,,,,2184,True,,,,,1209149665613,9493,,,58.216.229.21,,,37107,,,,,,,,False,,2023-12-19T00:59:49.000Z,,
,,,,,,,fileshare.cc,57.106.155.246,,DNS,,,,,,,2909,6223389993676,,,,11/21/2023 11:13:12,False,,26124,,,,,2488,,18351,,,False,,,,
,,,,2023-03-10 14:11:30,,,,,,DNS,,129.185.181.179,,,False,,3462,,,,,,,,,9286,8190,,,,22162,,,8119651318355,False,,,,instagram.com
,,UDP,,,,,,243.46.233.105,,,,,False,,,,,,,2839046378967,,,,,,,12359,6548,2713,4081,,,,,False,,1691359864,amazon.in,
80554,98.209.210.169,UDP,,,,,,,,,,,,,False,,,5819112656622,2023-05-06 20:14:52,,,,,,,3968,,,1549,,,42971,fileshare.cc,,False,,,,
59268,170.29.246.244,UDP,,,,,,,True,,,,,,,,,,,3642316995779,39716,,,,,6642,,,,,,,youtube.com,,True,,530,,
,,HTTPS,,,,,,,,,,,False,218,,,,9423056801112,,,,2023-03-07T11:22:25.000Z,,58.32.253.171,62842,3825,,,,,33104,,,,False,,,,instagram.com
,,,,,,,,,,,DNS,104.189.16.45,,,,,,,,,,2023-12-30T20:56:11.000Z,True,,,,,,715,4463,,64970,snapchat.com,3155562030001,False,80194,,,
98097,,,,,,,,145.141.62.116,True,,DNS,,,2154,,,,,,,,09/08/2023 16:01:34,,,,8595,,,,,49643,,instagram.com,9335904282203,False,,,,
,,,,,,,,,True,HTTPS,,8.98.26.238,,,,,715,,,4211031013264,,,,,26083,8502,,,,,63414,,,,False,,29/06/2023 11:42:24,,
,,,9683,2023-01-12T10:37:51.000Z,7767275875611,,snapchat.com,,,,HTTPS,,,,True,,,,,,44960,,,61.123.200.70,,,,,,,,,,,False,60922,1288,,
,,HTTPS,,,,,,141.199.104.193,,,,,,,,,,,,,,,True,,,,,54910,,7406,,,,4530452439732,False,78826,3103,,amazon.in
,,,,,7390067214232,,,,,,,137.121.56.205,,,False,UDP,,,,,,02/08/2023 04:39:18,,,,8059,96874,,3360,,,,,,False,,,,zoom.us
,,,,,,,,,True,TCP,,166.17.100.67,,,,,,7168423545885,,,,2023-11-11 06:09:16,,,,,30691,,,8281,10175,,,,False,,843,,instagram.com
,,,,,3065132964760,1554,,,,TCP,,,True,89,,,,,,,44290,,,183.94.190.206,6547,,,,,,,,zoom.us,,False,,2023-12-17 15:21:15,,
,,,,,,,,,,,UDP,175.255.56.198,True,,,,1488,,12/03/2023 05:18:49,,,,,,2832,,,7326,,5557,,,youtube.com,5511317984884,False,,,,
,,TCP,,,,,,,False,,,,,,,,,,,,37533,2023-05-15 02:31:18,,,,,12700,,,5897,,,,3143705253294,False,,3223,amazon.in,
,,,,,,,twitter.com,,,,TCP,95.104.152.75,,,,,3319,8760897621488,,,50737,2023-08-14T00:53:35.000Z,True,,11971,,,,,8211,,,,,False,,,,
,,TCP,,,1472263150037,2251,netflix.com,,,,,,,,,,485,,,,,,False,,,,51112,,,,,43940,,,False,,2023-06-08 02:30:14,,
19809,,,,,,,,113.153.249.42,,,,,False,,,HTTPS,2357,7388190207671,,,,2023-08-15T11:21:33.000Z,,,,,,7027,,4150,,,,,False,,,fileshare.cc,
,,,,2023-08-09 05:44:00,,,,65.10.57.177,True,,,,,,,DNS,277,,,3635388038544,29524,,,,26971,7295,,,,,,,,,False,,,,facebook.com
,,TCP,,,4104306239325,5820,,,,,,222.128.19.234,,,,,3223,,,,56232,,False,,,,,,,,,,twitter.com,,False,91815,2023-09-24T03:43:16.000Z,,
,,,,,,,,,,DNS,,,,,,,,,,,,,True,226.24.164.119,93669,,,35971,,3625,,,fileshare.cc,7581469400779,False,,2361,,
,,,,2023-11-20T00:04:33.000Z,,,,,True,,HTTPS,127.28.227.99,,,,,,,,,,,,,,8147,36517,26223,,,,,youtube.com,4884240598776,False,,3147,,
,,UDP,,,,,,,,,,,True,3428,,,,,,,,,,114.173.227.208,89976,,,,,6881,,33679,,3342288858085,False,,08/11/2023 12:38:38,instagram.com,
,,,,,,6506,facebook.com,143.153.128.66,,,TCP,,,1932,True,,,,,,,,,,,,,,,,,9857,,4995241314776,False,68835,30/06/2023 22:32:41,,
,,,,,5623563476797,1678,,2.128.47.101,,UDP,,,,3031,False,,,,,,,,,,43082,,,,,,35848,,,,False,,2023-02-01T13:24:08.000Z,twitter.com,
,16.167.82.173,,,,,,,,,,DNS,,,,,,1325,,,4596977794945,33016,,False,,44863,,,,,5486,,,,,False,,09/12/2023 23:58:04,,instagram.com
,,,,,,,,,True,,HTTPS,,,802,,,,,,,,31/01/2023 10:41:39,,12.138.55.72,,7470,,,,,,59217,,9424681186003,False,78971,,,twitter.com
23873,,,,,,2731,snapchat.com,,False,,,,,935,,HTTPS,,9231584234499,1673418881,,3421,,,,,,,,,,,,,,False,,,,
,,DNS,3428,,1255431430910,,snapchat.com,253.253.81.129,,,,,,,,,2609,,,,,2023-11-12 11:13:56,True,,,,74269,26938,,,,,,,False,,,,
,217.118.138.181,,,,2161959261420,,,,,DNS,,,False,3433,,,,,,,4688,,,,39394,2770,,,,,,,,,False,,2023-01-26T17:09:10.000Z,,snapchat.com
44472,,,,,3447582569121,8996,,,,,HTTPS,234.211.102.216,False,790,,,,,,,,,,,,,,65500,,,,,,,True,,1692500567,,netflix.com
44699,,,,,2254894709822,,,,,DNS,,,,2477,False,,,,,,3963,,,102.46.158.134,,,,,,3624,,,,,False,,03/01/2023 07:17:07,flipkart.com,
1268,,,4573,2023-12-01 00:14:47,,,,,,TCP,,104.177.83.96,False,,,,,4156842637592,,,,,,,,,,,655,,19874,,,,False,,,amazon.in,
,,,,2023-09-28T11:33:00.000Z,1390180741580,,,17.115.81.196,False,HTTP,,,,,,,,,,,,,,,17659,,,,81,1911,18137,,flipkart.com,,False,,,,
,,,,09/05/2023 20:15:16,,,,,,,TCP,134.8.252.135,,,,,,,,4378490156236,,,True,,,,,,250,7838,,32951,,,False,59180,,,netflix.com
,,,,,,628,,222.62.235.29,True,,,,,,,DNS,,4088578595504,,,,,,,,,,,,,,29037,,,False,72930,3581,,
,,,7975,,3759172375548,,,,,HTTP,,,,,False,,2478,,1675002740,,,,,79.112.71.85,,,66044,50112,,,,,,,False,,,zoom.us,
,89.129.36.96,,,,,,,,,,HTTPS,,,,True,,,,,5184642151074,,,,,,4079,,,,,,,fileshare.cc,,False,63577,1123,,
,,DNS,,,2042798356617,,fileshare.cc,91.71.31.216,,,,,,,,,3600,,1702515921,,,,False,,86310,,,,,6331,,,,,False,,,,
99414,,,9092,,8778685371587,,,132.9.136.114,,,,,False,,,HTTP,767,,,,,1696660860,,,,,,,,,,5884,netflix.com,,False,,,,
77944,99.81.193.146,,4007,,,,,,,DNS,,,True,,,,1932,5419625011124,26/02/2023 01:13:59,,,,,,,,,,,,4502,,zoom.us,,False,,,,
,,,3623,,,,fileshare.cc,,,,,,False,,,HTTP,,,2023-11-04 01:05:37,2267966821413,,,,,,,,,1991,,49656,,,,False,11260,,,
,,,,,,,,103.77.25.236,,,DNS,,,,,,,,2023-03-16 07:14:16,7976093922707,59958,,True,,22711,,,,,8213,,,instagram.com,,False,,2184,,
,,,,,4534166460522,,,105.113.157.130,,,,,,,True,TCP,,,,,,,,,69450,,,,,5060,,,snapchat.com,,False,,3470,,
,,,,,,4293,,,,,,118.11.209.180,True,547,,HTTP,,,,,,2023-12-23 16:43:15,,,,,,,,,2456,,fileshare.cc,6954154367058,True,89255,,,
,,,,,,5801,,,,,,179.197.208.126,,,False,TCP,,,,,,,,,64708,,,,,,,59074,zoom.us,9153011905256,False,,22,,
,,,,,,3594,,,False,,HTTP,,,,,,,8543565024480,,,,,,143.63.97.207,,,72905,,,,,44645,,,False,,1924,netflix.com,
84163,,,,,,,,18.37.12.197,False,HTTPS,,,,,,,,,,,,03/06/2023 02:34:54,,,,,,31881,717,7461,,,fileshare.cc,2431570149363,False,,,,
,123.216.211.246,DNS,,02/16/2023 06:06:53,,4755,fileshare.cc,,,,,,,,False,,,,,3486131958247,,,,,,,31922,45973,3115,,,,,,False,,,,
,,DNS,2298,1682955146,,,,,,,,,,,,,,,,5335200292274,49955,,True,232.158.46.84,,,,,57,,,,facebook.com,,False,79878,,,
,,,586,,9350645644365,,,,True,TCP,,,,2208,,,,,1688221581,,,,,,,,69464,,,,17975,,fileshare.cc,,False,,,,
42289,113.144.199.14,UDP,,,,,,,False,,,,,2998,,,,,2023-10-06 11:21:09,,,,,,,,,,,8895,,32479,,3466962990796,False,,,,snapchat.com
,166.187.211.240,,5948,1693056139,,,snapchat.com,,,HTTPS,,,False,,,,,,,4160764498691,,,,,,,,37280,1906,,,,,,False,68251,,,
,,,3930,,,,youtube.com,,,,UDP,,,,True,,,,,,,,,130.145.71.192,,,,,,,,8105,,1418851008080,False,42358,207,,
,,,,,,5349,,172.241.85.206,,,,,,251,,DNS,,,,,6171,2023-03-16 13:19:53,False,,,,,,,,,,snapchat.com,7996656439517,False,92155,,,
29197,,,,,9386921461047,,youtube.com,,True,,TCP,6.72.237.86,,2740,,,,,,,,2023-04-20 04:20:39,,,,1575,,,,,,25845,,,False,,,,
,,,,,,,,191.217.192.114,,HTTP,,,True,1578,,,,3445680560064,,,,,,,82313,,,,,3464,56917,,snapchat.com,,False,,2023-05-12T05:32:35.000Z,,
,,,,,,,amazon.in,,,,,60.111.103.46,,,False,HTTP,,9061938623077,,,,09/12/2023 08:55:48,,,,,90225,16838,2389,5765,,,,,False,,,,
,,,,,,,,,,,,,True,,,TCP,,,,,,2023-08-19T00:35:10.000Z,,27.122.158.200,43976,,,,1348,3726,,59927,,4873028621669,False,,,fileshare.cc,
,,TCP,,,,,,,,,,,,,False,,,,2023-12-12 01:54:01,5342479770761,,,,234.34.103.145,,,,,,1848,,,,,False,64622,1621,,amazon.in
79321,,,3356,,8346747971643,,,,,,,253.227.106.153,True,,,TCP,2091,,,,,,,,,,,,,,,8202,,,False,,2023-07-19T20:00:09.000Z,,flipkart.com
,,,,,7308931819398,4413,instagram.com,,,,,,False,37,,UDP,,,,,,,,91.90.3.191,,,,,,,64044,,,,False,82946,1680080104,,
,,,7601,,,,,,,,,63.170.134.40,,,,UDP,,,22/08/2023 12:46:47,8344831247741,32594,,True,,19561,,,,,,,,,,False,,1065,,fileshare.cc
,231.132.247.155,,,,,,,,,UDP,,,True,928,,,,,,,,,,,,5847,,57225,,,,,twitter.com,1521391521498,False,72203,2023-04-15T06:43:33.000Z,,
,,,,,,8273,,,,DNS,,,False,,,,1817,6098256372643,,,32450,,,123.88.161.121,,,85240,,,,,,,,False,,2023-03-24T15:05:22.000Z,,
,,,7519,,3464828843948,,,,,,HTTP,,,2978,,,,,24/03/2023 08:36:29,,,,True,250.147.155.159,,,,,,,,5975,twitter.com,,True,89199,,,
,,HTTPS,,,,,,206.242.20.154,,,,,False,,,,,,2023-03-19T03:26:51.000Z,5032237296434,,,,,,7982,8123,,,,,6812,,,False,,46,youtube.com,
87924,,HTTPS,,,,,,,,,,36.133.81.38,,,True,,,,,,,,,,,9796,,,1163,,27705,,,2813966793871,False,,10/03/2023 18:17:59,,flipkart.com
,,,,,,,,,,,HTTP,,False,3196,,,,,,,25116,,,129.250.57.203,82360,2237,,,,,,,,7456433822120,False,,10/10/2023 06:48:34,twitter.com,
,,,,,,,,,,UDP,,245.77.53.111,,,True,,,,,,,1691025592,,,,,60970,,3364,4525,,,,5899466073007,False,,,flipkart.com,
,,DNS,,2023-07-23T07:37:42.000Z,,,,,,,,111.15.34.159,False,,,,,,,4915797160537,,,,,82495,1242,,,1878,,32285,,snapchat.com,,False,,,,
,,TCP,,,,8367,,,,,,45.69.236.207,,,,,,,07/05/2023 13:10:50,6725315349583,,,True,,44220,,,,,,31831,,snapchat.com,,False,,1864,,
,,,,1686370007,,,,221.212.248.121,False,DNS,,,,,,,530,7232043826132,,,,,,,,,,,,5667,297,,,,True,84878,,fileshare.cc,
,,,6816,,,,instagram.com,,False,,DNS,77.23.225.252,,,,,3460,,,,,07/10/2023 16:35:33,,,19896,,,16539,,,,,,8140676407650,False,,,,
,,,,2023-04-07T17:24:37.000Z,5659036502014,,,70.70.236.178,,,,,,235,,HTTPS,,,,,,,True,,83669,8964,,5300,,,,,twitter.com,,False,,,,
,36.33.245.44,,1971,,,,,,,UDP,,,False,,,,,,,7065766054400,,,,,7365,,,,3399,,,,snapchat.com,,False,,2023-07-12T19:46:11.000Z,,
59254,,,,,9587401196844,,,,True,HTTPS,,206.72.118.53,,,,,,,,,47694,2023-11-21 19:06:45,,,,6521,,,,,,,zoom.us,,False,,2047,,
,,UDP,4257,,5155319535668,,netflix.com,130.160.30.230,,,,,,366,,,,,,,,01/17/2023 19:23:13,True,,,,,,,,,2556,,,True,30343,,,
,,,,2023-04-07T03:46:58.000Z,,,,215.131.76.212,,TCP,,,,,,,,,,8854106935055,,,True,,23229,,,44136,1357,8266,,,,,False,,,,facebook.com
,,,,,,9064,,,,,,,,,True,,1705,5070526450833,1686931750,,31635,,,159.27.209.163,,,47384,,,,,,,,False,,,,
,,,6840,,,,snapchat.com,,,,,238.76.95.116,,,False,HTTPS,,2697189184688,,,,,,,,,57697,18557,,,,,,,True,,2210,,
,97.12.227.44,TCP,,10/27/2023 21:46:51,,,,,,,,,,,,,,,,,,,False,,,6278,,59159,1030,,,,zoom.us,7785664730379,False,20267,,,
,,,2384,,,,,152.205.18.13,True,DNS,,,,,,,3185,,2023-06-12T23:24:17.000Z,,,,,,,,9714,20670,,,,,,6041872377151,False,,,,netflix.com
,,,,,,,,,,,HTTPS,,,665,,,,5247689761035,,,,2023-04-19 15:54:45,False,25.121.162.174,72382,9021,,,,,,58598,,,False,,,,twitter.com
26234,,,,,,3650,amazon.in,,,,,,,620,,DNS,,,,,3405,2023-12-14 17:37:03,True,72.37.63.134,,,,,,,,,,9132202034410,False,,,,
,,,,,,2845,,160.220.191.107,,,,,,,,TCP,2557,,1696326708,,,,True,,,,,,,,25423,,,5303163261452,False,81382,,,flipkart.com
,22.94.249.26,HTTP,,,,,,,False,,,,,,,,2508,,,,48583,,,,,,,,,6180,,,,2812067842463,False,25604,1685527685,,youtube.com
,,,,,7487293449706,,,,,,,,,,,HTTPS,,,,,9886,,True,44.237.26.42,62207,6283,,,,,,,,,False,,2508,,snapchat.com
,,DNS,7619,22/07/2023 02:29:10,,,,,,,,40.52.219.140,False,,,,,8730927361052,,,,,,,,,35679,,1407,,52628,,,,False,,,,instagram.com
,237.43.205.176,,487,,6659335612832,,,,,,HTTP,,,,True,,1419,,1672906742,,61257,,,,47745,,,,,,,,,,False,,,,fileshare.cc
,,,4004,01/21/2023 19:34:18,,,,,True,,,,,3189,,HTTPS,,1311111549114,,,,,,235.12.217.125,92001,,,,,,39493,,zoom.us,,False,,,,
,,,,,,1327,,,,,TCP,,,,True,,,,,,,2023-10-06 01:31:43,,48.52.167.101,,,,,1354,,,58305,,8370556151999,False,7696,,,facebook.com
26594,,HTTP,,,,,,,,,,66.87.107.89,True,,,,,,07/01/2023 12:36:13,3303068331585,,,,,,,,5490,,8453,,,,,False,,30,,zoom.us
45969,,,,,5045295272845,,,,,HTTP,,8.227.6.249,,812,,,,,,,,2023-01-07T22:01:49.000Z,False,,,3142,,24960,,,,,youtube.com,,False,,,,
,,,,,,,,63.191.49.57,,,,,True,,,HTTPS,,6742349484323,2023-01-13 15:20:57,,52401,,,,,,,,3439,5807,,,,,False,59122,,,instagram.com
,133.237.13.66,,,,8061477609323,,flipkart.com,,,,,,False,,,TCP,,,12/11/2023 22:10:05,,19820,,,,,,,,2004,1147,,,,,False,74531,,,
,75.152.88.85,,,2023-04-24T05:51:34.000Z,,3783,,,False,UDP,,,,,,,,,,1665243070242,,,,,,,,,,,,35706,netflix.com,,False,8044,383,,
,,,,,,,netflix.com,,,,,,False,,,,,,01/13/2023 16:29:36,,13888,,,215.88.166.182,,1928,,,2894,,,,,3985115614596,False,69057,,,
,,,,,,,,,False,,,169.125.225.197,,2369,,DNS,,,,7719434038470,50490,28/04/2023 23:06:15,,,,,30287,,,2406,,,,,False,,,instagram.com,
,,DNS,,,,,youtube.com,,,,,,,,True,,,7475145479148,,,,,,,,,,,3514,6020,35184,,,,False,29074,1683165093,,
72189,,UDP,,,,,,,False,,,,,2981,,,,7190627949468,,,,10/18/2023 14:45:23,,212.16.96.69,,8989,,,,,33930,,,,False,,,,twitter.com
,,HTTPS,,,,3762,netflix.com,,,,,,,526,False,,,,15/04/2023 13:58:58,7853169327857,,,,74.221.94.219,45139,,,,,,,26972,,,False,,,,
,,,6327,,,,,,,TCP,,,,,,,,,,,,2023-04-26 14:36:58,True,74.148.255.1,,,83340,,,,45621,,amazon.in,6545763604916,False,,260,,
,,HTTP,,,,,,,,,,139.50.145.153,,,False,,2866,7981505160520,2023-10-16T22:37:20.000Z,,,,,,22882,,,,,4553,39591,,,,False,,,,fileshare.cc
,,,,,3524796710012,8683,,,,HTTPS,,185.232.210.189,,,,,2282,,,,44884,1681918694,True,,,,,,,,,,,,False,77309,,,flipkart.com
,,,,,3686264995874,,,,,,,99.56.119.213,,,,DNS,1264,,,,,,True,,,,,62645,,6429,,,,,False,91618,1703842170,,zoom.us
,,,,,,,,,,HTTP,,21.179.75.175,,,True,,,,,,16727,,,,28556,,,,2807,4122,,,,5222506895051,False,,12/13/2023 02:39:15,youtube.com,
51925,,,,,3408453410387,9847,,,,,HTTPS,,,,True,,,,10/06/2023 06:50:06,,,,,133.126.180.69,,,,,,,,,,,False,,2659,snapchat.com,
,81.201.6.12,,,,,,instagram.com,,,,TCP,,,,,,3443,2854032445339,,,49332,2023-08-23 02:09:42,True,,,8825,2129,,,,,,,,False,,,,
,,,96,,,,amazon.in,,,,,,True,,,HTTP,,2592769458959,,,,,,244.204.139.197,,,,22157,1539,,,,,,False,54361,08/07/2023 14:50:19,,
,,HTTP,3365,,,,,,,,,24.72.250.26,,,True,,2165,,,6084254585584,,08/04/2023 04:16:06,,,74874,,,51799,,,,,,,False,,,,zoom.us
,,,6984,,,,,200.219.131.144,,,,,,,True,TCP,,1028845341950,,,39160,1679676952,,,,,85023,,1312,,,,,,False,,,,amazon.in
,77.148.38.124,,,,,,,,,,,,,,False,UDP,2658,9858616986125,2023-12-05 12:16:52,,34542,,,,,4030,,,,,,,,,False,46069,,flipkart.com,
,,,,,,7115,,,True,HTTP,,209.180.14.236,,,,,2073,,02/25/2023 00:05:49,,,,,,,,63083,8155,,,,,snapchat.com,4794159708023,False,,,,
,,HTTPS,,,,,snapchat.com,,True,,,,,,,,,7720276305543,2023-10-12 12:42:27,,,,,247.143.236.98,55256,9872,,54860,1053,,,,,,True,,,,
,,,,,9178201449026,,snapchat.com,164.162.14.33,,,DNS,,,,False,,,,,,55929,12/21/2023 01:21:07,,,,,,,,6587,,,,,False,57850,190,,
,,,,,,,amazon.in,,False,,UDP,,,3502,,,,,03/08/2023 22:28:23,,,,,139.192.181.224,,,8610,,,309,61734,,,4742742543080,True,,,,
,49.154.164.150,TCP,,,,,,,False,,,,,,,,,1111313452037,,,21655,,,,39543,7243,,,260,,,,,,False,,2023-01-06T13:07:18.000Z,,zoom.us
,,,,,8523439512776,,,,,DNS,,,,,False,,2978,,,,,,,149.10.132.3,92658,9422,,,,,,60990,instagram.com,,False,,27/01/2023 09:28:33,,
,,,,2023-10-13T14:40:12.000Z,,,,196.113.82.52,,,HTTPS,,True,,,,,,,3744229632956,,,,,,713,59925,,,,28524,,,,False,,1419,instagram.com,
87048,94.166.227.106,,,,,,,,,HTTP,,,False,,,,1634,,06/23/2023 22:22:19,,,,,,,,,14427,,5825,,,,4221304082642,False,,,twitter.com,
,,,,,,7928,,159.104.242.99,,TCP,,,True,2672,,,,,,1257475603162,,30/08/2023 02:14:29,,,,,,,,,58887,,,,False,61368,,amazon.in,
,,,,,,5681,flipkart.com,,,UDP,,,True,,,,,9038099600279,,,,,,29.108.11.91,,,47911,,3393,,,,,,False,,09/19/2023 05:33:12,,
,,TCP,,1699970475,,4272,,,,,,82.36.10.66,True,1184,,,,2213326071287,,,,,,,13829,,,,,,45579,,,,False,,,instagram.com,
,,HTTPS,,,,7626,,103.93.71.165,,,,,,,,,,,2023-06-03 16:58:09,,,,True,,,,,,1365,,,,,1366419561147,False,71629,,fileshare.cc,
,33.241.105.126,,1411,2023-07-03T17:57:02.000Z,1899508610733,,,,,,,,,,,HTTP,,,,,,,True,,,,78362,,3534,,47900,,,,False,,,,amazon.in
,,,,,,,,,True,,,,,,,HTTPS,,,,5600956514398,,,,83.115.62.162,,,,,992,9933,,52457,,,False,15193,01/16/2023 19:42:18,snapchat.com,
,,HTTPS,,,,,,,,,,230.97.97.112,,,True,,,,,2045373335614,1411,,,,,,,,,228,,,,,False,66884,761,,fileshare.cc
,,,6435,1677764142,,,,82.22.65.190,False,,TCP,,,3096,,,,,,2984942661584,20912,,,,,,79827,,,,,,,,False,,,,
,,,,03/11/2023 17:39:30,,,,29.204.52.182,,HTTP,,,,2327,False,,,6812634001270,,,,,,,,,75304,,,4120,23283,,,,False,,,,netflix.com
,,,,,1235556168834,7622,,,False,,,4.6.212.46,,,,UDP,,,,,,,,,,,,,1515,,,10020,,,False,41556,2023-08-13T09:48:33.000Z,,twitter.com
97484,150.238.251.185,,,,,,,,,,,,,547,,TCP,,,,2716171928410,,,True,,,8204,,44616,,,,,,,True,,2023-06-12T13:31:22.000Z,zoom.us,
,,HTTP,,,,,,,,,,,False,,,,,,,,,2023-03-09 22:41:40,,232.17.135.51,66936,7930,,13906,,,,,facebook.com,5295726969813,True,,1195,,
,,,,,,,,52.45.36.184,,,HTTPS,,,,,,,1625945849899,,,49937,,True,,56035,,,,1690,3909,,,,,False,,02/07/2023 17:13:50,,fileshare.cc
,,,,,,,,19.170.205.115,,,DNS,,,3315,,,,,01/04/2023 12:54:07,,,,True,,82355,1107,,10264,,,,,,5973251437705,False,,,,flipkart.com
44037,,,7895,12/08/2023 04:28:26,7982829627506,,,,,HTTPS,,,,3459,,,,,,,,,True,126.144.132.159,,,,,,,,54930,youtube.com,,False,,,,
32954,,,,,6713119152713,,,,,HTTP,,,,,True,,,,03/27/2023 14:13:07,,17348,,,28.155.42.101,,4307,,,,,,,,,False,,1275,,fileshare.cc
,18.111.42.94,,2488,,4432641354746,,,,,,HTTPS,,False,,,,,,,,,2023-08-19 01:11:05,,,11070,,,10231,,,,,snapchat.com,,False,,2266,,
24853,,,1748,,4513395983776,,,187.47.137.189,,,HTTPS,,,,,,1093,,2023-05-30T01:02:54.000Z,,,,False,,,,,62208,,,,,,,False,,,flipkart.com,
,165.27.114.61,,,,3613918141787,8036,,,,,TCP,,,435,False,,,,,,,,,,,,,2720,,,,,,,False,2688,19/08/2023 10:18:56,,
,,,7853,1683212669,9787702774719,,,,,,TCP,,False,,,,,,,,,,,107.116.63.216,,,51858,,3403,,20679,,,,False,,,fileshare.cc,
54474,,,,2023-05-27 12:25:26,,,,,,HTTP,,,,,False,,,3395156161048,,,,,,192.206.149.181,,2918,,,,,,27714,facebook.com,,False,,706,,
,95.12.200.109,HTTP,,,,,twitter.com,,False,,,,,2819,,,,,,3658922530836,,,,,37881,,,,,7953,63185,,,,False,,2023-07-14 19:37:11,,
,,,,,,,,122.90.167.206,,,,,,,,,2248,,,,,2023-03-11 12:42:54,False,,20320,8226,,,,,12052,,,6836931195901,False,,,zoom.us,
,,,,,1584014971489,,,174.114.222.176,,HTTPS,,,False,3319,,,,,2023-01-13 15:17:30,,,,,,94163,,,,,170,,40213,youtube.com,,False,,,,
42008,,,4413,1686982578,,,youtube.com,156.219.26.159,False,,,,,,,TCP,,,,6571104681001,,,,,,,,,28,,21191,,,,False,,,,
,,,,,5757940579997,,,,,,,38.240.231.78,,3052,False,HTTPS,,,,,,01/12/2023 19:03:05,,,89615,4865,,40691,,,,,,,False,,,flipkart.com,
,,,,1679611195,,,facebook.com,,,DNS,,167.17.47.56,,2583,True,,,7394716471409,,,,,,,95942,5230,,3303,,,,,,,False,,,,
,,TCP,,2023-10-31 01:38:21,,,flipkart.com,228.192.26.168,,,,,,2456,,,,,,8391538184433,59499,,False,,96756,6222,,,,,,,,,False,,,,
43239,,,,2023-10-29T01:27:58.000Z,2310738793658,,,,,,,,,,False,TCP,,,,,52405,,,,,452,,,2693,,,,,,False,,,netflix.com,
,,,,,,,,,,,,129.195.163.157,,,False,UDP,,,23/10/2023 08:24:14,6977711322538,,,,,47600,6922,,,,,,,facebook.com,,False,,2726,,
,88.95.200.213,,,,,,,,,,DNS,,True,,,,2634,,,,31298,1683049266,,,,3103,49790,,,,,,fileshare.cc,6056209651313,False,,,,
,90.106.91.157,UDP,,06/16/2023 17:30:34,,,twitter.com,,,,,,,442,True,,,4067111046868,,,,,,,46007,,,3399,,102,,,,,True,,,,
,,,,,,9134,,,True,,HTTP,117.179.37.57,,,,,,,21/08/2023 06:35:07,,,,,,,,,,,,36667,,,9572260809024,True,31940,2422,,twitter.com
,74.3.153.124,,,,8179614413125,3683,,,,TCP,,,,,False,,1534,,,,,2023-09-08 09:06:36,,,6601,,,,,,6617,,,,False,,,,fileshare.cc
,,UDP,9029,,,,,44.116.112.63,,,,,False,,,,,7573728196062,,,,,,,61324,,,7780,,,,,,,False,,2376,,snapchat.com
,123.67.252.43,UDP,9533,,6292121252238,,twitter.com,,,,,,True,,,,,,,,23222,1694410790,,,,,78581,,,,,,,,False,,855,,
31781,,,,05/04/2023 01:05:09,,,,,,,TCP,82.83.62.31,,1063,True,,,9653543458014,,,63025,,,,,,,,,8675,,,fileshare.cc,,False,,,,
,,,,,2749249090312,,twitter.com,215.53.3.127,False,,TCP,,,,,,,,,,,,,,,,,,,4389,61416,,,,False,80430,3437,,
,,TCP,,,,,,81.10.35.213,False,,,,,,,,,,07/12/2023 05:20:20,,,,,,,,97260,47941,,6038,,,,1000728460278,False,,75,facebook.com,
,,,,,5087025845586,,netflix.com,,,,UDP,,,,True,,1758,,,,,,,54.187.205.124,,,13661,,,4435,46603,,,,False,,2023-11-06T04:53:08.000Z,,
,,,,12/19/2023 06:00:46,,5144,,,,,UDP,,,,,,,,,,,,True,182.137.195.232,20593,,,,,,,62001,,1214921775466,False,,2045,,
,,,,,,6063,,,,,HTTP,,,,True,,,,,,,,,61.24.84.70,,,26274,,1114,,33241,,,1019829484375,False,,22/04/2023 20:23:55,facebook.com,
